user,circle,friend
10395,827,10485
10395,827,10779
10395,827,10417
10395,827,10562
10395,827,10683
10395,827,10475
10395,827,10676
10395,827,10783
10395,827,10400
10395,827,10513
10395,827,10561
10395,827,10453
10395,827,10412
10395,827,10483
10395,827,10730
10395,827,10730
10395,827,10410
10395,827,10655
10395,827,10760
10395,827,10610
10395,827,10487
10395,827,10595
10395,827,10409
10395,827,10546
10395,827,10745
10395,827,10577
10395,827,10429
10395,827,10418
10395,827,10476
10395,827,10431
10395,827,10557
10395,827,10690
10395,827,10762
10395,827,10728
10395,827,10634
10395,827,10580
10395,827,10596
10395,827,10399
10395,827,10764
10395,827,10406
10395,827,10712
10395,827,10411
10395,827,10469
10395,827,10703
10395,827,10551
10395,827,10530
10395,827,10578
10395,827,10736
10395,827,10397
10395,827,10671
10395,827,10528
10395,827,10539
10395,827,10786
10395,827,10786
10395,827,10725
10395,827,10456
10395,827,10682
10395,827,10602
10395,827,10534
10395,827,10773
10395,827,10545
10395,827,10533
10395,827,10512
10395,827,10471
10395,827,10651
10395,827,10626
10395,827,10637
10395,827,10523
10395,827,10624
10395,827,10505
10395,827,10679
10395,827,10647
10395,827,10590
10395,827,10462
10395,827,10750
10395,827,10751
10395,827,10748
10395,827,10657
10395,827,10606
10395,827,10426
10395,827,10603
10395,827,10583
10395,827,10597
10395,827,10544
10395,827,10704
10395,827,10536
10395,827,10653
10395,827,10443
10395,827,10589
10395,827,10782
10395,827,10609
10395,827,10504
10395,827,10504
10395,377,10507
10395,377,10509
10395,377,10623
10395,377,10641
10395,377,10482
10395,377,10711
10395,377,10424
10395,828,10465
10395,828,10776
10395,828,10510
10395,828,10791
10395,828,10658
10395,828,10473
10395,828,10508
10395,828,10486
10395,828,10661
10395,828,10468
10395,10,10774
10395,10,10754
10395,10,10632
10395,10,10452
10395,10,10430
10395,10,10407
10395,10,10535
10395,10,10563
10395,10,10516
10395,10,10735
10395,10,10501
10395,10,10613
10395,10,10601
10395,10,10724
10395,10,10599
10395,10,10625
10395,10,10571
10395,10,10459
10395,10,10747
10395,10,10517
10395,10,10730
10395,10,10644
10395,10,10656
10395,10,10650
10395,10,10771
10395,10,10550
10395,10,10493
10395,10,10687
10395,10,10398
10395,10,10719
10395,10,10396
10395,10,10498
10395,10,10738
10395,10,10428
10395,10,10403
10395,10,10495
10395,10,10537
10395,10,10614
10395,10,10692
10395,10,10451
10395,10,10617
10395,10,10710
10395,10,10669
10395,10,10654
10395,10,10522
10395,10,10638
10395,10,10564
10395,10,10739
10395,10,10463
10395,10,10616
10395,10,10652
10395,10,10515
10395,10,10422
10395,10,10440
10395,10,10673
10395,10,10434
10395,10,10786
10395,10,10777
10395,10,10514
10395,10,10784
10395,10,10600
10395,10,10680
10395,10,10675
10395,10,10560
10395,10,10497
10395,10,10450
10395,10,10540
10395,10,10507
10395,10,10607
10395,10,10419
10395,10,10433
10395,10,10698
10395,10,10688
10395,10,10709
10395,10,10693
10395,10,10490
10395,10,10437
10395,10,10477
10395,10,10567
10395,10,10699
10395,10,10457
10395,10,10435
10395,10,10494
10395,10,10636
10395,10,10722
10395,10,10665
10395,10,10464
10395,10,10769
10395,10,10623
10395,10,10770
10395,10,10518
10395,10,10416
10395,10,10778
10395,10,10749
10395,10,10629
10395,10,10621
10395,10,10715
10395,10,10662
10395,10,10660
10395,10,10753
10395,10,10741
10395,10,10423
10395,10,10717
10395,10,10436
10395,10,10520
10395,10,10479
10395,10,10489
10395,10,10695
10395,10,10591
10395,10,10672
10395,10,10622
10395,10,10678
10395,10,10641
10395,10,10566
10395,10,10447
10395,10,10653
10395,10,10555
10395,10,10408
10395,10,10726
10395,10,10482
10395,10,10633
10395,10,10705
10395,10,10503
10395,10,10694
10395,10,10711
10395,10,10424
10395,10,10446
10395,10,10496
10395,84,10485
10395,84,10761
10395,84,10683
10395,84,10668
10395,84,10492
10395,84,10685
10395,84,10713
10395,84,10787
10395,84,10453
10395,84,10733
10395,84,10655
10395,84,10592
10395,84,10608
10395,84,10582
10395,84,10745
10395,84,10577
10395,84,10619
10395,84,10499
10395,84,10519
10395,84,10418
10395,84,10431
10395,84,10557
10395,84,10690
10395,84,10585
10395,84,10740
10395,84,10670
10395,84,10570
10395,84,10634
10395,84,10579
10395,84,10580
10395,84,10541
10395,84,10766
10395,84,10742
10395,84,10413
10395,84,10445
10395,84,10576
10395,84,10640
10395,84,10604
10395,84,10481
10395,84,10406
10395,84,10706
10395,84,10643
10395,84,10474
10395,84,10573
10395,84,10789
10395,84,10574
10395,84,10746
10395,84,10792
10395,84,10527
10395,84,10642
10395,84,10466
10395,84,10442
10395,84,10553
10395,84,10708
10395,84,10697
10395,84,10542
10395,84,10558
10395,84,10612
10395,84,10554
10395,84,10448
10395,84,10716
10395,84,10524
10395,84,10686
10395,84,10703
10395,84,10755
10395,84,10689
10395,84,10531
10395,84,10425
10395,84,10598
10395,84,10772
10395,84,10551
10395,84,10744
10395,84,10702
10395,84,10775
10395,84,10578
10395,84,10620
10395,84,10575
10395,84,10721
10395,84,10525
10395,84,10397
10395,84,10528
10395,84,10587
10395,84,10539
10395,84,10786
10395,84,10691
10395,84,10467
10395,84,10757
10395,84,10765
10395,84,10458
10395,84,10666
10395,84,10565
10395,84,10438
10395,84,10456
10395,84,10456
10395,84,10404
10395,84,10646
10395,84,10677
10395,84,10627
10395,84,10682
10395,84,10759
10395,84,10572
10395,84,10752
10395,84,10532
10395,84,10556
10395,84,10521
10395,84,10478
10395,84,10491
10395,84,10568
10395,84,10773
10395,84,10415
10395,84,10618
10395,84,10667
10395,84,10611
10395,84,10628
10395,84,10471
10395,84,10480
10395,84,10731
10395,84,10484
10395,84,10588
10395,84,10605
10395,84,10674
10395,84,10581
10395,84,10421
10395,84,10756
10395,84,10486
10395,84,10432
10395,84,10720
10395,84,10538
10395,84,10714
10395,84,10718
10395,84,10549
10395,84,10698
10395,84,10444
10395,84,10402
10395,84,10635
10395,84,10630
10395,84,10758
10395,84,10649
10395,84,10529
10395,84,10454
10395,84,10645
10395,84,10405
10395,84,10615
10395,84,10559
10395,84,10414
10395,84,10639
10395,84,10767
10395,84,10586
10395,84,10790
10395,84,10785
10395,84,10768
10395,84,10420
10395,84,10780
10395,84,10547
10395,84,10488
10395,84,10737
10395,84,10648
10395,84,10449
10395,84,10727
10395,84,10723
10395,84,10664
10395,84,10593
10395,84,10663
10395,84,10700
10395,84,10472
10395,84,10511
10395,84,10684
10395,84,10594
10395,84,10506
10395,84,10479
10395,84,10603
10395,84,10597
10395,84,10500
10395,84,10704
10395,84,10441
10395,84,10543
10395,84,10555
10395,84,10707
10395,84,10401
10395,84,10569
10395,84,10502
10395,84,10734
10395,84,10743
10395,84,10504
10395,84,10504
10395,84,10504
10395,84,10504
10395,78,10584
10395,78,10729
10395,78,10552
10395,78,10461
10395,78,10548
10395,78,10470
10395,78,10681
10395,78,10696
10395,830,10788
10395,830,10439
10395,830,10690
10395,830,10642
10395,830,10551
9103,745,9172
9103,745,9169
9103,745,9186
9103,745,9146
9103,745,9179
9103,742,9178
9103,742,9125
9103,742,9132
9103,742,9169
9103,742,9198
9103,742,9116
9103,742,9108
9103,742,9162
9103,742,9191
9103,740,9161
9103,740,9156
9103,740,9125
9103,740,9132
9103,740,9115
9103,740,9169
9103,740,9198
9103,740,9192
9103,740,9196
9103,741,9161
9103,741,9132
9103,741,9118
9103,741,9145
9103,741,9150
9103,737,9184
9103,737,9197
9103,737,9125
9103,737,9104
9103,737,9169
9103,737,9180
9103,737,9193
9103,737,9176
9103,737,9131
9103,737,9191
9103,737,9179
9103,737,9127
9103,62,9128
9103,62,9147
9103,62,9183
9103,62,9153
9103,62,9108
9103,62,9171
9103,62,9111
9103,62,9187
9103,62,9140
9103,739,9119
9103,739,9195
9103,739,9139
9103,739,9106
9103,739,9178
9103,739,9168
9103,739,9136
9103,739,9151
9103,739,9126
9103,739,9170
9103,739,9117
9103,739,9149
9103,739,9164
9103,739,9148
9103,739,9138
9103,739,9134
9103,739,9157
9103,739,9129
9103,739,9144
9103,739,9113
9103,739,9143
9103,739,9194
9103,739,9177
9103,739,9152
9103,739,9120
9103,739,9159
9103,739,9141
9103,739,9175
9103,739,9185
9103,739,9110
9103,739,9188
9103,739,9123
9103,739,9116
9103,739,9112
9103,739,9121
9103,739,9130
9103,739,9114
9103,739,9182
9103,739,9124
9103,739,9160
9103,739,9190
9103,739,9107
9103,739,9165
9103,739,9189
9103,739,9154
9103,739,9162
9103,739,9181
9103,739,9163
9103,739,9122
9103,739,9133
9103,739,9166
9103,739,9167
9103,739,9174
9103,739,9158
9103,738,9184
9103,738,9106
9103,738,9161
9103,738,9118
9103,738,9135
9103,738,9186
9103,738,9142
9103,738,9176
9103,738,9140
19788,338,20022
19788,338,19857
19788,338,19795
19788,338,19930
19788,338,20013
19788,338,19944
19788,338,20036
19788,338,19973
19788,338,19807
19788,1017,19925
19788,1017,20041
19788,1017,19862
19788,1017,20049
19788,1017,19926
19788,1017,19980
19788,1017,19871
19788,1017,19860
19788,1017,19829
19788,1017,19897
19788,1017,19828
19788,1017,19882
19788,1017,19847
19788,1017,19981
19788,1017,19886
19788,1017,19933
19788,1017,20020
19788,1017,19792
19788,1017,19843
19788,1017,19801
19788,1017,19849
19788,1017,19837
19788,1017,19978
19788,1017,20039
19788,1017,19867
19788,1017,19965
19788,1070,20042
19788,1070,19862
19788,1070,19815
19788,1070,20049
19788,1070,19950
19788,1070,19991
19788,1070,19914
19788,1070,19829
19788,1070,20018
19788,1070,19828
19788,1070,19794
19788,1070,19814
19788,1070,20005
19788,1070,20029
19788,1070,19801
19788,1070,19817
19788,1070,19937
19788,1070,19951
19788,1070,19957
19788,1070,19946
19788,1070,20012
19788,1070,19880
19788,1070,19844
19788,1070,19986
19788,1273,19958
19788,1273,19838
19788,1273,19919
19788,1273,19998
19788,1273,19977
19788,1273,20000
19788,1273,19790
19788,1270,19826
19788,1270,19834
19788,1270,19964
19788,1270,19863
19788,1270,19945
19788,1270,20007
19788,1270,19960
19788,1270,20035
19788,1271,19969
19788,1271,19932
19788,1271,20009
19788,1271,20033
19788,1271,19808
19788,1271,20038
19788,1271,19974
19788,1271,19994
19788,1271,19980
19788,1271,19827
19788,1271,19825
19788,1271,19954
19788,1271,19864
19788,1271,19992
19788,1271,19813
19788,1271,19952
19788,1271,19824
19788,1271,19899
19788,1271,19962
19788,1271,20002
19788,1271,20040
19788,1271,19913
19788,1271,19816
19788,1271,19979
19788,1271,19949
19788,1271,19941
19788,1271,20020
19788,1271,20027
19788,1271,19798
19788,1271,19910
19788,1271,20047
19788,1271,19806
19788,1271,19872
19788,1271,19905
19788,1271,19959
19788,1271,19929
19788,1271,19920
19788,1271,19997
19788,1271,19845
19788,1271,20019
19788,1271,19935
19788,1271,19902
19788,1271,19953
19788,1271,19906
19788,1271,19912
19788,1271,19832
19788,1271,19888
19788,1271,19948
19788,1271,19865
19788,1271,19807
19788,1271,19923
19788,1271,19961
19788,1271,19836
19788,1277,19947
19788,1277,19918
19788,1277,19835
19788,1277,19868
19788,1277,20015
19788,1277,19975
19788,1277,19928
19788,1274,19895
19788,1274,19833
19788,1274,19995
19788,1274,19879
19788,1274,19841
19788,1274,19889
19788,1274,19972
19788,1274,20045
19788,1274,19894
19788,1274,19896
19788,1274,19944
19788,1274,20044
19788,1275,19846
19788,1275,19947
19788,1275,19859
19788,1275,19918
19788,1275,20006
19788,1275,19990
19788,1275,19840
19788,1275,20015
19788,1275,19975
19788,1275,19855
19788,1275,19928
19788,1282,20048
19788,1282,20013
19788,1282,19882
19788,1282,19869
19788,1282,19858
19788,1269,20041
19788,1269,19996
19788,1269,19897
19788,1269,19886
19788,1269,19933
19788,1269,19978
19788,1268,19890
19788,1268,19968
19788,1268,19859
19788,1268,19811
19788,1268,20010
19788,1268,19985
19788,1268,19887
19788,1268,19903
19788,1268,19993
19788,1268,19847
19788,1268,19981
19788,1268,19868
19788,1268,19927
19788,1268,19957
19788,1268,19867
19788,13,19915
19788,13,19848
19788,13,19926
19788,13,19876
19788,13,19870
19788,13,19898
19788,13,19881
19788,13,19911
19788,13,20032
19788,13,19942
19788,13,20021
19788,13,19831
19788,13,20028
19788,13,19866
19788,13,19940
19788,13,19818
19788,10,19909
19788,10,20022
19788,10,19936
19788,10,19895
19788,10,19846
19788,10,19833
19788,10,19803
19788,10,19963
19788,10,19924
19788,10,19878
19788,10,19809
19788,10,20023
19788,10,20014
19788,10,19796
19788,10,19989
19788,10,19805
19788,10,20043
19788,10,19931
19788,10,19987
19788,10,20006
19788,10,19999
19788,10,20003
19788,10,19939
19788,10,19883
19788,10,19885
19788,10,19922
19788,10,19930
19788,10,19822
19788,10,19875
19788,10,19789
19788,10,19856
19788,10,19884
19788,10,19964
19788,10,19990
19788,10,19793
19788,10,19907
19788,10,19967
19788,10,20046
19788,10,19800
19788,10,20024
19788,10,19797
19788,10,19983
19788,10,19804
19788,10,19945
19788,10,19810
19788,10,19917
19788,10,20031
19788,10,19850
19788,10,19908
19788,10,20011
19788,10,19855
19788,1265,19938
19788,1265,19915
19788,1265,19802
19788,1265,19842
19788,1265,20001
19788,1265,19853
19788,1265,19874
19788,1265,20026
19788,1265,20037
19788,1265,19839
19788,1265,19921
19788,1265,19919
19788,1265,19871
19788,1265,19943
19788,1265,19901
19788,1265,19955
19788,1265,19934
19788,1265,19799
19788,1265,19823
19788,1265,19904
19788,1265,19851
19788,1265,19916
19788,1265,19819
19788,1265,20004
19788,1265,20021
19788,1265,19831
19788,1265,19791
19788,1265,19830
19788,1266,19925
19788,1266,20041
19788,1266,19968
19788,1266,19862
19788,1266,19812
19788,1266,19815
19788,1266,19970
19788,1266,19996
19788,1266,20049
19788,1266,19811
19788,1266,19991
19788,1266,19914
19788,1266,19860
19788,1266,19852
19788,1266,19829
19788,1266,19897
19788,1266,20018
19788,1266,19971
19788,1266,19828
19788,1266,19794
19788,1266,19891
19788,1266,19882
19788,1266,19982
19788,1266,19993
19788,1266,19847
19788,1266,19981
19788,1266,19886
19788,1266,20005
19788,1266,19933
19788,1266,20029
19788,1266,19927
19788,1266,19801
19788,1266,19937
19788,1266,19849
19788,1266,19951
19788,1266,19957
19788,1266,19837
19788,1266,19946
19788,1266,19978
19788,1266,20012
19788,1266,20039
19788,1266,19867
19788,1266,19965
19788,1266,19854
19788,1266,19880
19788,1266,20008
19788,1266,19956
19788,1266,19966
19788,1266,19858
19788,1266,19844
16642,1119,16835
16642,1119,16825
16642,1119,16644
16642,1119,16764
16642,1119,16759
16642,1119,16743
16642,1119,16851
16642,1119,16773
16642,1119,16674
16642,1119,16832
16642,1119,16667
16642,1119,16659
16642,1119,16673
16642,1119,16820
16642,1119,16739
16642,1113,16808
16642,1113,16715
16642,1113,16817
16642,1113,16717
16642,1113,16737
16642,1113,16732
16642,1113,16734
16642,1113,16856
16642,1113,16662
16642,1113,16748
16642,1113,16850
16642,1113,16814
16642,1113,16704
16642,1113,16769
16642,1113,16741
16642,1112,16672
16642,1112,16866
16642,1112,16841
16642,1112,16804
16642,1112,16821
16642,1112,16805
16642,1112,16862
16642,1112,16686
16642,1112,16751
16642,1112,16844
16642,1112,16863
16642,1111,16792
16642,1111,16843
16642,1111,16867
16642,1111,16857
16642,1111,16682
16642,1111,16696
16642,1111,16861
16642,1111,16692
16642,1111,16714
16642,1111,16796
16642,1111,16826
16642,1111,16661
16642,1111,16846
16642,1111,16730
16642,1111,16660
16642,1111,16761
16642,1111,16767
16642,1111,16859
16642,1111,16653
16642,1111,16806
16642,1111,16793
16642,1111,16645
16642,1111,16652
16642,1111,16723
16642,1111,16683
16642,1111,16747
16642,1111,16749
16642,1111,16658
16642,1111,16811
16642,1111,16754
16642,1111,16719
16642,1111,16681
16642,1111,16705
16642,1110,16792
16642,1110,16843
16642,1110,16867
16642,1110,16857
16642,1110,16682
16642,1110,16696
16642,1110,16861
16642,1110,16692
16642,1110,16714
16642,1110,16796
16642,1110,16826
16642,1110,16661
16642,1110,16846
16642,1110,16730
16642,1110,16660
16642,1110,16761
16642,1110,16767
16642,1110,16859
16642,1110,16653
16642,1110,16806
16642,1110,16793
16642,1110,16645
16642,1110,16652
16642,1110,16723
16642,1110,16683
16642,1110,16747
16642,1110,16749
16642,1110,16658
16642,1110,16811
16642,1110,16754
16642,1110,16719
16642,1110,16681
16642,1110,16705
16642,1117,16794
16642,1117,16812
16642,1117,16797
16642,1117,16715
16642,1117,16817
16642,1117,16680
16642,1117,16734
16642,1117,16663
16642,1117,16766
16642,1117,16704
16642,1117,16650
16642,1117,16753
16642,1114,16868
16642,1114,16722
16642,1114,16783
16642,1114,16752
16642,1114,16649
16642,1114,16686
16642,62,16808
16642,62,16827
16642,62,16797
16642,62,16809
16642,62,16671
16642,62,16847
16642,62,16864
16642,62,16651
16642,62,16836
16642,62,16740
16642,62,16647
16642,62,16721
16642,62,16848
16642,62,16685
16642,62,16669
16642,62,16646
16642,62,16782
16642,62,16756
16642,62,16688
16642,62,16738
16642,62,16727
16642,62,16802
16642,62,16724
16642,62,16860
16642,62,16689
16642,62,16829
16642,62,16728
16642,62,16758
16642,62,16720
16642,62,16699
16642,62,16781
16642,62,16744
16642,62,16834
16642,62,16668
16642,62,16733
16642,62,16845
16642,62,16822
16642,62,16702
16642,62,16840
16642,62,16763
16642,62,16837
16642,62,16650
16642,62,16718
16642,62,16656
16642,62,16810
16642,62,16787
16642,62,16778
16642,62,16709
16642,62,16679
16642,62,16765
16642,62,16753
16642,62,16731
16642,62,16828
16642,62,16755
16642,62,16791
16642,1099,16853
16642,1099,16807
16642,1099,16726
16642,1099,16678
16642,1099,16795
16642,1123,16740
16642,1123,16721
16642,1123,16669
16642,1123,16646
16642,1123,16784
16642,1123,16728
16642,1123,16668
16642,1123,16822
16642,1123,16702
16642,1123,16840
16642,1123,16763
16642,1123,16656
16642,1123,16810
16642,1123,16709
16642,1123,16765
16642,1120,16827
16642,1120,16847
16642,1120,16756
16642,1120,16802
16642,1120,16758
16642,1120,16720
16642,1120,16744
16642,1120,16834
16642,1120,16837
16642,1120,16679
16642,1120,16731
16642,1120,16828
16642,153,16815
16642,153,11325
16642,153,16838
16642,153,16816
16642,153,16729
16642,153,16762
16642,153,16666
16642,153,16697
16642,153,16768
16642,153,16655
16642,153,16643
16642,153,16823
16642,194,16853
16642,194,16831
16642,194,16868
16642,194,16777
16642,194,16835
16642,194,16825
16642,194,16827
16642,194,16797
16642,194,16644
16642,194,16809
16642,194,16671
16642,194,16764
16642,194,16847
16642,194,16864
16642,194,16651
16642,194,16836
16642,194,16759
16642,194,16743
16642,194,16740
16642,194,16647
16642,194,16851
16642,194,16721
16642,194,16848
16642,194,16770
16642,194,16685
16642,194,16669
16642,194,16646
16642,194,16782
16642,194,16756
16642,194,16773
16642,194,16674
16642,194,16688
16642,194,16738
16642,194,16727
16642,194,16802
16642,194,16807
16642,194,16724
16642,194,16860
16642,194,16784
16642,194,16689
16642,194,16829
16642,194,16855
16642,194,16728
16642,194,16832
16642,194,16758
16642,194,16720
16642,194,16699
16642,194,16781
16642,194,16744
16642,194,16667
16642,194,16834
16642,194,16659
16642,194,16726
16642,194,16668
16642,194,16733
16642,194,16673
16642,194,16845
16642,194,16820
16642,194,16663
16642,194,16822
16642,194,16702
16642,194,16840
16642,194,16739
16642,194,16763
16642,194,16678
16642,194,16837
16642,194,16718
16642,194,16656
16642,194,16795
16642,194,16810
16642,194,16787
16642,194,16676
16642,194,16778
16642,194,16709
16642,194,16679
16642,194,16765
16642,194,16753
16642,194,16731
16642,194,16828
16642,194,16775
16642,194,16755
16642,194,16791
16642,1105,16712
16642,1105,16691
16642,1105,16785
16642,1105,16757
16642,1105,16774
16642,1105,16708
16642,1105,16654
16642,1105,16648
16642,1105,16698
16642,1105,16713
16642,1105,16665
16642,1105,16716
16642,1105,16722
16642,1105,16788
16642,1105,16687
16642,1105,16865
16642,1105,16783
16642,1105,16789
16642,1105,16798
16642,1105,16700
16642,1105,16819
16642,1105,16707
16642,1105,16852
16642,1105,16742
16642,1105,16746
16642,1105,16801
16642,1105,16690
16642,1105,16760
16642,1105,16858
16642,1105,16776
16642,1105,16790
16642,1105,16824
16642,1105,16799
16642,1105,16695
16642,1105,16813
16642,1105,16677
16642,1105,16849
16642,1105,16745
16642,1105,16780
16642,1105,16725
16642,1105,16675
16642,1105,16854
16642,1105,16752
16642,1105,16818
16642,1105,16649
16642,1105,16786
16642,1105,16800
16642,1105,16830
16642,1106,16712
16642,1106,16691
16642,1106,16785
16642,1106,16757
16642,1106,16708
16642,1106,16654
16642,1106,16698
16642,1106,16713
16642,1106,16665
16642,1106,16716
16642,1106,16788
16642,1106,16687
16642,1106,16865
16642,1106,16789
16642,1106,16798
16642,1106,16700
16642,1106,16819
16642,1106,16707
16642,1106,16852
16642,1106,16742
16642,1106,16746
16642,1106,16690
16642,1106,16760
16642,1106,16776
16642,1106,16790
16642,1106,16824
16642,1106,16799
16642,1106,16695
16642,1106,16813
16642,1106,16849
16642,1106,16745
16642,1106,16780
16642,1106,16725
16642,1106,16675
16642,1106,16854
16642,1106,16818
16642,1106,16786
16642,1106,16800
16642,1106,16830
16642,1101,16831
16642,1101,16774
16642,1101,16648
16642,1101,16801
16642,1101,16858
16642,1101,16677
16642,1109,16792
16642,1109,16843
16642,1109,16867
16642,1109,16857
16642,1109,16682
16642,1109,16696
16642,1109,16861
16642,1109,16692
16642,1109,16714
16642,1109,16796
16642,1109,16826
16642,1109,16661
16642,1109,16846
16642,1109,16730
16642,1109,16660
16642,1109,16761
16642,1109,16767
16642,1109,16859
16642,1109,16653
16642,1109,16806
16642,1109,16793
16642,1109,16645
16642,1109,16652
16642,1109,16723
16642,1109,16683
16642,1109,16747
16642,1109,16749
16642,1109,16658
16642,1109,16811
16642,1109,16754
16642,1109,16719
16642,1109,16681
16642,1109,16705
11410,867,11670
11410,867,11724
11410,867,11539
11410,867,11723
11410,867,11646
11410,867,11537
11410,867,11474
11410,867,11510
11410,867,11416
11410,867,11509
11410,867,11672
11410,867,11578
11410,867,11605
11410,867,11712
11410,867,11451
11410,867,11449
11410,867,11738
11410,867,11602
11410,867,11514
11410,867,11747
11410,867,11442
11410,867,11422
11410,867,11809
11410,867,11490
11410,867,11637
11410,867,11544
11410,867,11636
11410,867,11680
11410,867,11571
11410,867,11810
11410,867,11429
11410,867,11485
11410,867,11502
11410,866,11674
11410,866,11815
11410,866,11802
11410,866,11572
11410,866,11741
11410,866,11683
11410,866,11505
11410,866,11632
11410,866,11754
11410,866,11542
11410,866,11603
11410,866,11730
11410,866,11773
11410,866,11735
11410,866,11686
11410,866,11631
11410,866,11695
11410,866,11638
11410,866,11554
11410,866,11682
11410,866,11731
11410,866,11623
11410,866,11478
11410,866,11621
11410,866,11590
11410,866,11470
11410,866,11654
11410,866,11469
11410,866,11444
11410,866,11599
11410,866,11663
11410,866,11671
11410,866,11789
11410,866,11779
11410,866,11786
11410,866,11770
11410,866,11439
11410,866,11611
11410,866,11676
11410,866,11769
11410,866,11573
11410,866,11460
11410,866,11756
11410,866,11504
11410,866,11639
11410,866,11624
11410,866,11696
11410,866,11759
11410,866,11565
11410,866,11441
11410,866,11488
11410,866,11677
11410,866,11796
11410,866,11551
11410,866,11702
11410,866,11568
11410,866,11519
11410,866,11448
11410,866,11581
11410,866,11697
11410,866,11487
11410,866,11561
11410,866,11453
11410,866,11704
11410,866,11415
11410,866,11763
11410,866,11457
11410,866,11622
11410,866,11529
11410,866,11414
11410,866,11794
11410,866,11598
11410,866,11757
11410,866,11486
11410,866,11684
11410,866,11727
11410,866,11626
11410,866,11619
11410,866,11790
11410,866,11452
11410,866,11503
11410,866,11604
11410,866,11521
11410,866,11491
11410,866,11689
11410,866,11424
11410,866,11455
11410,866,11653
11410,866,11649
11410,866,11527
11410,866,11535
11410,866,11494
11410,866,11517
11410,866,11713
11410,866,11459
11410,866,11549
11410,866,11811
11410,866,11633
11410,866,11592
11410,866,11538
11410,866,11628
11410,866,11645
11410,866,11701
11410,866,11443
11410,866,11464
11410,866,11461
11410,866,11791
11410,866,11762
11410,866,11606
11410,866,11771
11410,866,11630
11410,866,11785
11410,866,11446
11410,866,11570
11410,866,11801
11410,866,11522
11410,866,11788
11410,866,11553
11410,866,11655
11410,866,11711
11410,866,11574
11410,866,11593
11410,866,11693
11410,866,11616
11410,866,11743
11410,866,11668
11410,866,11472
11410,866,11667
11410,866,11496
11410,866,11563
11410,866,11506
11410,866,11728
11410,866,11687
11410,866,11665
11410,866,11700
11410,866,11411
11410,866,11597
11410,866,11652
11410,866,11534
11410,865,11524
11410,865,11720
11410,865,11413
11410,865,11471
11410,865,11707
11410,865,11812
11410,865,11814
11410,865,11552
11410,865,11430
11410,865,11595
11410,865,11764
11410,865,11447
11410,865,11440
11410,865,11705
11410,865,11613
11410,865,11772
11410,865,11719
11410,865,11784
11410,865,11445
11410,865,11732
11410,865,11483
11410,865,11610
11410,865,11769
11410,865,11729
11410,865,11467
11410,865,11594
11410,865,11533
11410,865,11508
11410,865,11767
11410,865,11481
11410,865,11586
11410,865,11745
11410,865,11706
11410,865,11479
11410,865,11736
11410,865,11498
11410,865,11556
11410,865,11768
11410,865,11813
11410,865,11468
11410,865,11753
11410,865,11760
11410,865,11808
11410,865,11432
11410,865,11431
11410,865,11715
11410,865,11492
11410,865,11797
11410,865,11647
11410,865,11717
11410,865,11417
11410,865,11511
11410,865,11436
11410,865,11641
11410,865,11433
11410,865,11476
11410,865,11418
11410,865,11699
11410,865,11609
11410,865,11799
11410,865,11612
11410,865,11748
11410,865,11643
11410,865,11615
11410,865,11520
11410,865,11698
11410,865,11560
11410,865,11658
11410,865,11726
11410,865,11800
11410,865,11780
11410,865,11421
11410,865,11495
11410,865,11739
11410,865,11531
11410,865,11805
11410,865,11466
11410,865,11664
11410,865,11566
11410,865,11673
11410,865,11714
11410,864,11642
11410,864,11614
11410,864,11423
11410,864,11795
11410,864,11525
11410,864,11620
11410,864,11744
11410,864,11774
11410,864,11690
11410,864,11585
11410,864,11709
11410,864,11627
11410,864,11484
11410,864,11547
11410,864,11569
11410,864,11761
11410,864,11518
11410,864,11807
11410,864,11473
11410,864,11692
11410,864,11776
11410,864,11437
11410,864,11567
11410,864,11475
11410,864,11435
11410,864,11545
11410,864,11523
11410,864,11416
11410,864,11579
11410,864,11600
11410,864,11766
11410,864,11428
11410,864,11782
11410,864,11588
11410,864,11501
11410,864,11596
11410,864,11640
11410,864,11450
11410,864,11557
11410,864,11576
11410,864,11555
11410,864,11678
11410,864,11456
11410,864,11465
11410,864,11497
11410,864,11608
11410,864,11500
11410,864,11662
11410,864,11591
11410,864,11577
11410,864,11718
11410,864,11738
11410,864,11541
11410,864,11575
11410,864,11419
11410,864,11550
11410,864,11420
11410,864,11681
11410,864,11582
11410,864,11721
11410,864,11618
11410,864,11659
11410,864,11679
11410,864,11758
11410,864,11740
11410,864,11543
11410,864,11737
11410,864,11644
11410,864,11691
11410,864,11746
11410,864,11806
11410,864,11816
11410,864,11532
11410,864,11765
11410,864,11783
11410,864,11734
11410,864,11513
11410,864,11688
11410,864,11562
11410,864,11583
11410,864,11725
11410,864,11669
11410,864,11625
11410,864,11817
11410,864,11412
11410,864,11778
11410,864,11528
11410,864,11685
11410,864,11558
11410,864,11694
11410,864,11781
11410,864,11536
11410,864,11526
11410,864,11787
11410,864,11546
11410,864,11749
11410,864,11482
11410,864,11580
11410,864,11584
11410,864,11634
11410,864,11512
11410,874,11775
11410,874,11438
11410,874,11733
11410,874,11450
11410,874,11660
11410,874,11691
11410,874,11703
11410,875,11775
11410,875,11661
11410,875,11454
11410,875,11755
11410,875,11532
11410,875,11629
11410,875,11516
11410,875,11480
11410,877,11426
11410,877,11463
11410,877,11427
