birthday,education;classes;description,education;classes;from;id,education;classes;from;name,education;classes;id,education;classes;name,education;classes;with;id,education;classes;with;name,education;concentration;id,education;concentration;name,education;degree;id,education;degree;name,education;school;id,education;school;name,education;type,education;with;id,education;with;name,education;year;id,education;year;name,first_name,gender,hometown;id,hometown;name,id,languages;id,languages;name,last_name,locale,location,location;id,location;name,middle_name,name,political,religion,work;description,work;employer;id,work;employer;name,work;end_date,work;from;id,work;from;name,work;location;id,work;location;name,work;position;id,work;position;name,work;projects;description,work;projects;end_date,work;projects;from;id,work;projects;from;name,work;projects;id,work;projects;name,work;projects;start_date,work;projects;with;id,work;projects;with;name,work;start_date,work;with;id,work;with;name
2910.0,,,,,,,,106.0,106.0,,,4972.0,4732.0,2.0,,,0.0,0.0,3177.0,0.0,1276.0,1270.0,5985.0,53.0,48.0,4748.0,1.0,,391.0,389.0,,5974.0,,,,3894.0,3820.0,,,,572.0,561.0,986.0,942.0,,,,,,,,,,23.0,,
,,,,648.0,633.0,,,,,,,5718.0,5443.0,1.0,,,0.0,0.0,3178.0,0.0,,,5986.0,,,4023.0,1.0,,,,,5975.0,,,,3895.0,3821.0,,,,,,,,,,,,,,,,,,,
2911.0,,,,,,,,,,,,5539.0,5270.0,0.0,,,9.0,8.0,2748.0,0.0,1258.0,1252.0,5987.0,2.0,2.0,1940.0,1.0,,922.0,915.0,,5976.0,,,,,,,,,,,,,,,,,,,,,,,,
2912.0,,,,,,,,,,,,5719.0,5444.0,1.0,,,,,3179.0,0.0,1258.0,1252.0,5988.0,,,4749.0,1.0,,922.0,915.0,,5977.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3180.0,0.0,,,5989.0,,,4750.0,1.0,,,,,5978.0,,,,,,,,,,,,,,,,,,,,,,,,
1863.0,,,,,,,,,,,,5611.0,5340.0,1.0,,,,,3181.0,1.0,,,5990.0,53.0,48.0,4751.0,1.0,,391.0,389.0,,5979.0,,,,,,,,,,,,,,,,,,,,,,,,
2913.0,,,,,,,,,,,,5721.0,5446.0,1.0,,,,,3182.0,0.0,1258.0,1252.0,5991.0,354.0,273.0,4712.0,1.0,,922.0,915.0,,5980.0,,,,3896.0,3822.0,,,,,,,,,,,,,,,,,,,
2914.0,,265.0,265.0,625.0,610.0,871.0,870.0,,,,,5724.0,5449.0,1.0,,,30.0,26.0,3183.0,1.0,1258.0,1252.0,5992.0,53.0,48.0,4752.0,1.0,,391.0,389.0,,5981.0,,,,,,,,,,,,,,,,,,,,,,,,
2915.0,,,,649.0,634.0,,,,,,,5539.0,5270.0,0.0,,,,,3184.0,0.0,1258.0,1252.0,5993.0,5.0,5.0,4037.0,1.0,,919.0,912.0,,5982.0,,,,,,,,,,,,,,,,,,,,,,,,
2916.0,,266.0,266.0,650.0,635.0,872.0,871.0,,,,,5559.0,5290.0,1.0,,,,,3185.0,1.0,,,5994.0,2.0,2.0,3942.0,1.0,,920.0,913.0,,5983.0,,,,3897.0,3823.0,,,,,,,,,,,,,,,,,2.0,,
181.0,,267.0,267.0,651.0,636.0,751.0,751.0,,,,,5639.0,5367.0,1.0,1278.0,1274.0,0.0,0.0,1431.0,0.0,529.0,526.0,5995.0,2.0,2.0,4753.0,0.0,,391.0,389.0,,5984.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3186.0,0.0,,,5996.0,,,4754.0,1.0,,,,,5985.0,,,,,,,,,,,,,,,,,,,,,,,,
2917.0,,268.0,268.0,194.0,190.0,874.0,873.0,,,,,5731.0,5456.0,1.0,1084.0,1081.0,36.0,32.0,3187.0,1.0,1259.0,1253.0,5997.0,,,3901.0,1.0,,922.0,915.0,,5986.0,,,,,,,,,,,,,,,,,,,,,,,,
909.0,,,,,,,,,,,,5732.0,5457.0,0.0,,,,,2751.0,1.0,529.0,526.0,5998.0,2.0,2.0,4693.0,1.0,,391.0,389.0,427.0,5987.0,,,705.0,3900.0,3826.0,,,,,,903.0,868.0,,,,,,,,,,,,
361.0,,,,,,,,,,,,,,,,,,,3188.0,0.0,,,5999.0,,,4755.0,1.0,,,,,5988.0,,,,,,,,,,,,,,,,,,,,,,,,
2876.0,,269.0,269.0,540.0,527.0,875.0,874.0,,,,,5541.0,5272.0,1.0,,,10.0,9.0,2760.0,0.0,1261.0,1255.0,6000.0,,,4756.0,1.0,,925.0,918.0,,5989.0,,,,3883.0,3809.0,5.0,,,,,,,,,,,,,,,,2.0,,
,,,,,,,,,,,,,,,,,,,3189.0,1.0,,,6001.0,,,3937.0,1.0,,,,,5990.0,,,,,,,,,,,,,,,,,,,,,,,,
2918.0,,256.0,256.0,58.0,56.0,741.0,741.0,,,,,5664.0,5392.0,1.0,1032.0,1029.0,9.0,8.0,3190.0,1.0,1271.0,1265.0,6002.0,,,4721.0,1.0,,922.0,915.0,,5991.0,,,,,,,,,,,,,,,,,,,,,,,,
1071.0,,,,,,,,,,,,5541.0,5272.0,1.0,1221.0,1217.0,10.0,9.0,1655.0,1.0,1277.0,1271.0,6003.0,389.0,302.0,4757.0,1.0,,925.0,918.0,,5992.0,,,,,,,,,,,,,,,,,,,,,,,,
2919.0,,271.0,271.0,652.0,637.0,889.0,888.0,,,,,5645.0,5373.0,1.0,,,10.0,9.0,3191.0,0.0,1258.0,1252.0,6004.0,,,3960.0,1.0,,930.0,923.0,,5993.0,,,,3901.0,3827.0,,,,,,1206.0,1150.0,,,,,,,,,,2.0,,
,,272.0,272.0,653.0,638.0,890.0,889.0,,,,,5738.0,5461.0,2.0,,,0.0,0.0,3192.0,0.0,1258.0,1252.0,6005.0,53.0,48.0,4726.0,1.0,,,,,5994.0,,,,3902.0,3828.0,,,,,,37.0,36.0,,,,,329.0,329.0,,204.0,204.0,2.0,,
2709.0,,273.0,273.0,654.0,639.0,891.0,890.0,,,,,5742.0,5466.0,1.0,,,4.0,4.0,2822.0,1.0,1258.0,1252.0,6006.0,2.0,2.0,4758.0,1.0,,935.0,928.0,,5995.0,,,,,,,,,,,,,,,,,,,,,,,,
2920.0,,,,,,,,,,,,5538.0,5269.0,0.0,1279.0,1275.0,,,3193.0,1.0,1259.0,1253.0,6007.0,,,4725.0,1.0,,,,,5996.0,,,,,,,,,,,,,,,,,,,,,,,,
477.0,,,,,,,,1462.0,1378.0,,,5746.0,5470.0,2.0,,,10.0,9.0,1420.0,0.0,1129.0,1123.0,6008.0,2.0,2.0,4759.0,1.0,,930.0,923.0,,5997.0,,,,,,,,,,,,,,,,,,,,,,,,
2921.0,,274.0,274.0,655.0,640.0,892.0,891.0,,,,,5748.0,5471.0,1.0,1280.0,1276.0,,,2748.0,0.0,1278.0,1272.0,6009.0,,,4760.0,1.0,,936.0,929.0,,5998.0,,,706.0,3903.0,3829.0,,,,,,487.0,473.0,,,,,330.0,330.0,,,,4.0,,
102.0,,,,,,,,,,,,5749.0,5472.0,1.0,,,30.0,26.0,3194.0,0.0,,,6010.0,,,4761.0,1.0,,391.0,389.0,,5999.0,,,,,,,,,,,,,,,,,,,,,,,,
79.0,,,,,,,,,,,,5547.0,5278.0,1.0,,,4.0,4.0,3163.0,0.0,1258.0,1252.0,6011.0,,,4762.0,1.0,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,
2891.0,,,,,,,,,,,,5614.0,5343.0,0.0,,,30.0,26.0,3195.0,0.0,,,6012.0,68.0,61.0,4763.0,1.0,,,,,6001.0,,,,,,,,,,,,,,,,,,,,,,,,
830.0,,,,,,,,,,,,2091.0,1983.0,0.0,,,,,3196.0,1.0,1111.0,1105.0,6013.0,,,4764.0,1.0,,922.0,915.0,,6002.0,,,,,,,,,,,,,,,,,,,,,,,,
2143.0,,275.0,275.0,656.0,641.0,893.0,892.0,,,296.0,288.0,5639.0,5367.0,2.0,1284.0,1280.0,9.0,8.0,2781.0,0.0,1258.0,1252.0,6014.0,68.0,61.0,3281.0,1.0,,391.0,389.0,428.0,6003.0,,,,3904.0,3830.0,,,,,,1737.0,1668.0,,,,,,,,,,2.0,,
2922.0,,,,,,,,,,,,5541.0,5272.0,2.0,,,10.0,9.0,3197.0,0.0,1271.0,1265.0,6015.0,,,4765.0,1.0,,925.0,918.0,,6004.0,,,,,,,,,,,,,,,,,,,,,,,,
2751.0,,,,,,,,1464.0,1380.0,297.0,289.0,5746.0,5470.0,2.0,,,8.0,7.0,2747.0,0.0,1279.0,1273.0,6016.0,,,4766.0,0.0,,391.0,389.0,,6005.0,,,709.0,3907.0,3833.0,67.0,,,572.0,561.0,1740.0,1671.0,,,,,,,,,,163.0,,
2923.0,,,,,,,,,,,,5547.0,5278.0,1.0,1285.0,1281.0,0.0,0.0,3198.0,0.0,1258.0,1252.0,6017.0,68.0,61.0,3901.0,1.0,,922.0,915.0,,6006.0,,,,,,,,,,,,,,,,,,,,,,,,
2924.0,,,,,,,,,,,,5538.0,5269.0,0.0,,,10.0,9.0,3199.0,0.0,1280.0,1274.0,6018.0,53.0,48.0,4767.0,1.0,,920.0,913.0,,6007.0,,,,,,,,,,,,,,,,,,,,,,,,
2925.0,,276.0,276.0,658.0,643.0,910.0,909.0,,,,,5099.0,4849.0,1.0,1286.0,1282.0,9.0,8.0,3200.0,0.0,1265.0,1259.0,6019.0,,,4768.0,1.0,,925.0,918.0,,6008.0,,,,,,,,,,,,,,,,,,,,,,,,
256.0,,,,,,,,,,,,5541.0,5272.0,1.0,,,10.0,9.0,3201.0,0.0,,,6020.0,,,1870.0,1.0,,925.0,918.0,,6009.0,,,,,,,,,,,,,,,,,,,,,,,,
920.0,,,,,,,,,,,,5765.0,5487.0,1.0,,,12.0,10.0,3202.0,0.0,1258.0,1252.0,6021.0,227.0,178.0,4769.0,1.0,,823.0,816.0,,6010.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5769.0,5491.0,2.0,,,23.0,19.0,1470.0,0.0,1281.0,1275.0,6022.0,2.0,2.0,4728.0,1.0,,922.0,915.0,429.0,6011.0,,,,3908.0,3834.0,,,,613.0,601.0,197.0,88.0,,,,,,,,,,123.0,,
2926.0,,,,,,,,,,,,5611.0,5340.0,1.0,1057.0,1054.0,9.0,8.0,3203.0,0.0,1282.0,1276.0,6023.0,,,4770.0,1.0,,391.0,389.0,,6012.0,,,,,,,,,,,,,,,,,,,,,,,,
1397.0,,,,,,,,,,,,5773.0,5495.0,2.0,,,9.0,8.0,1420.0,0.0,1283.0,1277.0,6024.0,,,1870.0,1.0,,925.0,918.0,,5902.0,,,,,,,,,,,,,,,,,,,,,,,,
2927.0,,,,,,,,,,,,5775.0,5497.0,1.0,,,20.0,15.0,3204.0,1.0,,,6025.0,,,4028.0,1.0,,,,,6013.0,,,,,,,,,,,,,,,,,,,,,,,,
834.0,,277.0,277.0,659.0,644.0,911.0,910.0,,,292.0,284.0,5777.0,5498.0,1.0,1288.0,1284.0,9.0,8.0,2883.0,0.0,1258.0,1252.0,6026.0,5.0,5.0,4083.0,1.0,,923.0,916.0,,5073.0,,,,3910.0,2117.0,21.0,,,624.0,612.0,1742.0,1673.0,,,,,,,,,,32.0,,
2928.0,,,,,,,,,,,,5778.0,5499.0,1.0,,,11.0,8.0,3205.0,0.0,1259.0,1253.0,6027.0,,,4771.0,1.0,,391.0,389.0,,6014.0,,,,3911.0,3836.0,,,,572.0,561.0,1743.0,710.0,,,,,,,,,,,,
2929.0,,,,,,,,,,,,,,,,,,,3206.0,0.0,1258.0,1252.0,6028.0,,,4772.0,1.0,,,,,6015.0,,,,,,,,,,,,,,,,,,,,,,,,
2599.0,,,,,,,,,,,,,,,,,,,2830.0,0.0,,,6029.0,,,4773.0,1.0,,,,,6016.0,,,,,,,,,,,,,,,,,,,,,,,,
1402.0,,,,,,,,,,,,5780.0,5501.0,2.0,,,10.0,9.0,3207.0,0.0,1284.0,1278.0,6030.0,2.0,2.0,4774.0,1.0,,830.0,823.0,,6017.0,,,711.0,3914.0,3839.0,5.0,,,627.0,615.0,28.0,27.0,,,,,,,,,,18.0,,
509.0,,278.0,278.0,660.0,493.0,912.0,911.0,,,298.0,290.0,4957.0,4636.0,2.0,,,0.0,0.0,3150.0,0.0,1258.0,1252.0,6031.0,,,4758.0,1.0,,920.0,913.0,,6018.0,,,,,,,,,,,,,,,,,,,,,,,,
2684.0,,280.0,280.0,265.0,256.0,914.0,913.0,,,,,2287.0,2175.0,2.0,1292.0,1288.0,9.0,8.0,3208.0,0.0,1152.0,1146.0,6032.0,,,1870.0,1.0,,925.0,918.0,,6019.0,,,,,,,,,,,,,,,,,,,,,,,,
171.0,,,,,,,,1465.0,1381.0,,,5783.0,5504.0,1.0,,,0.0,0.0,2977.0,0.0,1259.0,1253.0,6033.0,227.0,178.0,1917.0,1.0,,823.0,816.0,,6020.0,,,,,,,,,,,,,,,,,,,,,,,,
844.0,,,,662.0,646.0,,,,,,,5785.0,5506.0,2.0,1294.0,1290.0,5.0,5.0,1420.0,0.0,1258.0,1252.0,6034.0,354.0,273.0,4775.0,1.0,,391.0,389.0,,6021.0,,,712.0,3915.0,3840.0,9.0,,,572.0,561.0,337.0,329.0,,,,,,,,,,6.0,,
,,,,,,,,,,,,,,,,,,,3209.0,0.0,,,6035.0,391.0,304.0,4713.0,1.0,,,,,6022.0,,38.0,,,,,,,,,,,,,,,,,,,,,,
2930.0,,,,,,,,,,,,5538.0,5269.0,0.0,,,,,3210.0,1.0,1259.0,1253.0,6036.0,,,3281.0,1.0,,,,,6023.0,,,,,,,,,,,,,,,,,,,,,,,,
2931.0,,,,,,,,,,,,,,,,,,,3163.0,0.0,,,6037.0,,,4693.0,1.0,,,,,6024.0,,,,,,,,,,,,,,,,,,,,,,,,
248.0,,,,,,,,74.0,74.0,2.0,2.0,5788.0,5509.0,1.0,,,38.0,34.0,2734.0,0.0,529.0,526.0,6038.0,,,4693.0,1.0,,391.0,389.0,,6025.0,,,,3916.0,3841.0,64.0,,,572.0,561.0,394.0,119.0,,,,,,,,,,129.0,,
2932.0,,,,,,,,,,,,5789.0,5510.0,1.0,1084.0,1081.0,,,1423.0,0.0,1285.0,1279.0,6039.0,225.0,176.0,4031.0,1.0,,920.0,913.0,,6026.0,,,,,,,,,,,,,,,,,,,,,,,,
2933.0,,,,,,,,,,,,5790.0,5511.0,0.0,,,,,2707.0,1.0,505.0,502.0,6040.0,,,4776.0,1.0,,937.0,930.0,,6027.0,,,,,,,,,,,,,,,,,,,,,,,,
2934.0,,,,,,,,,,,,5791.0,5512.0,1.0,,,30.0,26.0,2842.0,0.0,1258.0,1252.0,6041.0,11.0,11.0,3281.0,0.0,,391.0,389.0,,6028.0,,,,,,,,,,,,,,,,,,,,,,,,
75.0,,246.0,246.0,624.0,609.0,770.0,770.0,,,,,5549.0,5280.0,2.0,,,9.0,8.0,3211.0,0.0,1258.0,1252.0,6042.0,68.0,61.0,3948.0,1.0,,391.0,389.0,,6029.0,,,,,,,,,,,,,,,,,,,,,,,,
2935.0,,,,,,,,,,,,5631.0,5360.0,0.0,1295.0,1291.0,,,1217.0,1.0,1135.0,1129.0,6043.0,,,3937.0,1.0,,922.0,915.0,,6030.0,,,,3918.0,3843.0,5.0,,,,,,,,,,,,,,,,2.0,,
2936.0,,,,,,,,,,292.0,284.0,5765.0,5487.0,2.0,,,1.0,1.0,3212.0,0.0,1259.0,1253.0,6044.0,68.0,61.0,4777.0,1.0,,823.0,816.0,,6031.0,,,,,,,,,,,,,,,,,,,,,,,,
2850.0,,251.0,251.0,58.0,56.0,742.0,742.0,,,,,5795.0,5516.0,0.0,,,4.0,4.0,3213.0,0.0,,,6045.0,,,4699.0,0.0,,938.0,931.0,,6032.0,,,,,,,,,,,,,,,,,,,,,,,,
2937.0,,,,,,,,,,,,5539.0,5270.0,0.0,,,,,3211.0,0.0,1258.0,1252.0,6046.0,,,4778.0,1.0,,,,,6033.0,,,,,,,,,,,,,,,,,,,,,,,,
2938.0,,,,,,,,,,,,,,,,,,,3214.0,1.0,,,6047.0,,,4755.0,1.0,,922.0,915.0,,6034.0,,,,,,,,,,,,,,,,,,,,,,,,
2939.0,,281.0,281.0,623.0,608.0,915.0,914.0,,,,,5796.0,5517.0,2.0,,,,,3215.0,0.0,1258.0,1252.0,6048.0,,,4701.0,0.0,,391.0,389.0,,6035.0,,,,,,,,,,,,,,,,,,,,,,,,
2940.0,,,,,,,,,,,,5547.0,5278.0,1.0,,,,,3216.0,0.0,1258.0,1252.0,6049.0,53.0,48.0,1917.0,1.0,,922.0,915.0,,6036.0,,,,,,,,,,,,,,,,,,,,,,,,
2941.0,,282.0,282.0,663.0,647.0,916.0,915.0,,,,,5547.0,5278.0,1.0,1296.0,1292.0,38.0,34.0,3217.0,1.0,1258.0,1252.0,6050.0,,,4020.0,1.0,,939.0,932.0,,6037.0,,,,3919.0,3844.0,,,,,,,,,,,,,,,,,2.0,,
765.0,,,,,,,,17.0,17.0,,,4472.0,4261.0,1.0,,,,,3218.0,0.0,,,6051.0,,,3281.0,0.0,,391.0,389.0,,6038.0,,,,,,,,,,,,,,,,,,,,,,,,
2942.0,,,,13.0,12.0,,,,,,,5540.0,5271.0,2.0,1303.0,1299.0,4.0,4.0,3219.0,0.0,1277.0,1271.0,6052.0,,,4779.0,1.0,,940.0,933.0,,6039.0,,,,,,,,,,,,,,,,,,,,,,,,
146.0,,,,,,,,,,,,5539.0,5270.0,0.0,,,,,3220.0,1.0,1258.0,1252.0,6053.0,53.0,48.0,1940.0,1.0,,922.0,915.0,,6040.0,,,,,,,,,,,,,,,,,,,,,,,,
2641.0,,284.0,284.0,508.0,497.0,918.0,917.0,,,,,5541.0,5272.0,2.0,1305.0,1301.0,9.0,8.0,2830.0,0.0,1122.0,1116.0,6054.0,,,4696.0,1.0,,919.0,912.0,,6041.0,,,,,,,,,,,,,,,,,,,,,,,,
2943.0,,,,,,,,,,,,5805.0,5525.0,1.0,1307.0,1303.0,10.0,9.0,3221.0,0.0,1114.0,1108.0,6055.0,,,4701.0,1.0,,395.0,393.0,,6042.0,,,,,,,,,,,,,,,,,,,,,,,,
2944.0,,,,,,,,,,,,5806.0,5526.0,0.0,,,,,3222.0,1.0,,,6056.0,,,4775.0,1.0,,,,,6043.0,,,,,,,,,,,,,,,,,,,,,,,,
1478.0,,,,,,,,,,,,5540.0,5271.0,1.0,,,10.0,9.0,3223.0,1.0,1265.0,1259.0,6057.0,53.0,48.0,4780.0,0.0,,941.0,934.0,,6044.0,,,,,,,,,,,,,,,,,,,,,,,,
2945.0,,285.0,285.0,667.0,651.0,919.0,918.0,,,,,5540.0,5271.0,1.0,1309.0,1305.0,9.0,8.0,3224.0,0.0,1265.0,1259.0,6058.0,53.0,48.0,1870.0,1.0,,919.0,912.0,,6045.0,,,,,,,,,,,,,,,,,,,,,,,,
21.0,,,,625.0,610.0,929.0,928.0,,,,,5639.0,5367.0,1.0,,,8.0,7.0,3225.0,0.0,529.0,526.0,6059.0,53.0,48.0,1870.0,1.0,,391.0,389.0,,6046.0,,,,,,,,,,,,,,,,,,,,,,,,
2881.0,,,,,,,,,,,,5811.0,5531.0,1.0,,,62.0,52.0,3226.0,0.0,1259.0,1253.0,6060.0,68.0,61.0,1870.0,1.0,,,,,6047.0,,,,3920.0,3845.0,5.0,,,,,506.0,491.0,,,,,,,,,,2.0,,
2946.0,,,,,,,,,,,,5812.0,5532.0,2.0,,,,,3227.0,0.0,505.0,502.0,6061.0,5.0,5.0,3950.0,1.0,,920.0,913.0,,6048.0,,,,,,,,,,,,,,,,,,,,,,,,
2947.0,,,,,,,,,,,,,,,,,,,3228.0,1.0,1258.0,1252.0,6062.0,,,4781.0,1.0,,391.0,389.0,,6049.0,,,,,,,,,,,,,,,,,,,,,,,,
2511.0,,,,,,,,,,,,5813.0,5533.0,1.0,,,,,3229.0,1.0,,,6063.0,,,3281.0,1.0,,391.0,389.0,,6050.0,,,,,,,,,,,,,,,,,,,,,,,,
2948.0,,,,,,,,,,,,5539.0,5270.0,0.0,,,,,3230.0,0.0,1110.0,1104.0,6064.0,2.0,2.0,3892.0,1.0,,922.0,915.0,,6051.0,,,,,,,,,,,,,,,,,,,,,,,,
2949.0,,,,,,,,20.0,20.0,,,5793.0,5514.0,1.0,1287.0,1283.0,,,3231.0,0.0,1259.0,1253.0,6065.0,,,4782.0,1.0,,927.0,920.0,,6052.0,,,,,,,,,,,,,,,,,,,,,,,,
61.0,,286.0,286.0,643.0,628.0,930.0,929.0,1467.0,1383.0,,,5540.0,5271.0,1.0,1300.0,1296.0,10.0,9.0,2788.0,0.0,1261.0,1255.0,6066.0,66.0,60.0,1940.0,1.0,,925.0,918.0,,6053.0,,,713.0,3922.0,3846.0,,,,625.0,613.0,1749.0,1678.0,,,,,,,,,,2.0,,
1545.0,,,,,,,,,,,,5749.0,5472.0,1.0,,,20.0,15.0,3232.0,0.0,1258.0,1252.0,6067.0,,,1940.0,1.0,,391.0,389.0,,6054.0,,,,,,,,,,,,,,,,,,,,,,,,
2950.0,,246.0,246.0,624.0,609.0,770.0,770.0,,,,,5816.0,5535.0,1.0,,,29.0,25.0,3233.0,1.0,1258.0,1252.0,6068.0,53.0,48.0,1940.0,1.0,,391.0,389.0,,6055.0,,,,3923.0,3847.0,5.0,,,,,,,,,,,,,,,,2.0,,
2951.0,,,,,,,,,,,,5547.0,5278.0,1.0,,,,,3234.0,1.0,1286.0,1280.0,6069.0,,,4028.0,1.0,,922.0,915.0,,6056.0,,,,,,,,,,,,,,,,,,,,,,,,
2952.0,,288.0,288.0,669.0,653.0,932.0,931.0,,,,,4831.0,4601.0,2.0,,,9.0,8.0,3235.0,1.0,1115.0,1109.0,6070.0,2.0,2.0,240.0,1.0,,,,,6057.0,,,,3924.0,3848.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,1468.0,1384.0,,,5821.0,5540.0,1.0,,,0.0,0.0,3167.0,0.0,1287.0,1281.0,6071.0,,,4738.0,1.0,,,,,6058.0,,,,,,,,,,,,,,,,,,,,,,,,
944.0,,,,,,,,,,,,5828.0,5547.0,2.0,,,9.0,8.0,2747.0,0.0,1258.0,1252.0,6072.0,,,4783.0,1.0,,919.0,912.0,,6059.0,,,,3927.0,3851.0,5.0,,,615.0,603.0,504.0,489.0,,,,,,,,,,2.0,,
2953.0,,289.0,289.0,671.0,655.0,933.0,932.0,,,,,5538.0,5269.0,0.0,,,,,3236.0,0.0,529.0,526.0,6073.0,,,3281.0,0.0,,922.0,915.0,,6060.0,,,,,,,,,,,,,,,,,,,,,,,,
2954.0,,291.0,291.0,672.0,656.0,935.0,934.0,,,,,5831.0,4489.0,1.0,1325.0,1321.0,,,202.0,0.0,1262.0,1256.0,6074.0,383.0,297.0,4784.0,1.0,,942.0,935.0,,6061.0,,,,,,,,,,,,,,,,,,,,,,,,
688.0,,292.0,292.0,668.0,652.0,936.0,935.0,747.0,142.0,,,4655.0,4433.0,1.0,1032.0,1029.0,10.0,9.0,2717.0,0.0,529.0,526.0,6075.0,7.0,7.0,4785.0,1.0,,823.0,816.0,,6062.0,,,,,,,,,,,,,,,,,,,,,,,,
373.0,,294.0,294.0,673.0,657.0,938.0,937.0,17.0,17.0,,,5827.0,5546.0,1.0,,,1.0,1.0,2830.0,0.0,1258.0,1252.0,6076.0,,,4773.0,1.0,,922.0,915.0,430.0,6063.0,,,,3927.0,3851.0,,,,,,,,,,,,,,,,,27.0,,
2955.0,,,,674.0,658.0,947.0,946.0,,,299.0,291.0,5835.0,5552.0,2.0,1289.0,1285.0,10.0,9.0,3237.0,0.0,1265.0,1259.0,6077.0,35.0,30.0,1940.0,1.0,,919.0,912.0,,6064.0,,,,,,,,,,,,,,,,,,,,,,,,
2956.0,,,,,,,,,,,,5547.0,5278.0,1.0,,,,,2782.0,0.0,1258.0,1252.0,6078.0,68.0,61.0,4786.0,0.0,,922.0,915.0,,6065.0,,,,,,,,,,,,,,,,,,,,,,,,
2747.0,,,,,,,,,,,,5539.0,5270.0,0.0,,,,,3159.0,0.0,,,6079.0,,,4063.0,1.0,,,,,6066.0,,,,,,,,,,,,,,,,,,,,,,,,
2579.0,,,,,,,,20.0,20.0,,,5617.0,5346.0,2.0,,,1.0,1.0,3238.0,0.0,,,6080.0,354.0,273.0,4787.0,1.0,,391.0,389.0,,6067.0,,,,,,,,,,,,,,,,,,,,,,,,
2957.0,,,,,,,,,,,,5840.0,5556.0,1.0,,,,,3239.0,1.0,1258.0,1252.0,6081.0,,,4788.0,1.0,,943.0,936.0,,6068.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5539.0,5270.0,0.0,,,29.0,25.0,3240.0,1.0,,,6082.0,,,4789.0,1.0,,,,,6069.0,,,,,,,,,,,,,,,,,,,,,,,,
1919.0,,295.0,295.0,675.0,659.0,948.0,947.0,,,,,5684.0,5411.0,1.0,,,4.0,4.0,3241.0,1.0,1259.0,1253.0,6083.0,30.0,26.0,1870.0,1.0,,926.0,919.0,,6070.0,,,,,,,,,,,,,,,,,,,,,,,,
2958.0,,255.0,255.0,632.0,617.0,797.0,797.0,,,,,5845.0,5561.0,1.0,,,36.0,32.0,2797.0,0.0,,,6084.0,,,4083.0,1.0,,394.0,392.0,,6071.0,,,,,,,,,,,,,,,,,,,,,,,,
2959.0,,,,,,,,,,,,5547.0,5278.0,1.0,,,,,3242.0,0.0,1258.0,1252.0,6085.0,66.0,60.0,1940.0,1.0,,920.0,913.0,,6072.0,,,,,,,,,,,,,,,,,,,,,,,,
965.0,,296.0,296.0,676.0,660.0,949.0,948.0,,,,,5547.0,5278.0,1.0,,,,,1217.0,1.0,1258.0,1252.0,6086.0,391.0,304.0,4790.0,1.0,,922.0,915.0,,6073.0,,,,,,,,,,,,,,,,,,,,,,,,
2960.0,,,,,,,,,,,,,,,,,,,3243.0,1.0,,,6087.0,,,4064.0,1.0,,,,,6074.0,,,,,,,,,,,,,,,,,,,,,,,,
269.0,,,,,,,,,,,,5850.0,5566.0,1.0,1329.0,1325.0,10.0,9.0,3244.0,0.0,1261.0,1255.0,6088.0,389.0,302.0,3901.0,1.0,,925.0,918.0,,6075.0,,,,3930.0,3854.0,5.0,,,625.0,613.0,1750.0,1679.0,,,,,,,,,,2.0,,
1989.0,,,,,,,,,,,,5541.0,5272.0,1.0,1303.0,1299.0,9.0,8.0,2736.0,1.0,1129.0,1123.0,6089.0,,,258.0,1.0,,925.0,918.0,,6076.0,,,,,,,,,,,,,,,,,,,,,,,,
898.0,,297.0,297.0,540.0,527.0,950.0,949.0,,,,,5861.0,5577.0,1.0,1338.0,1334.0,0.0,0.0,2717.0,0.0,529.0,526.0,6090.0,68.0,61.0,4791.0,1.0,,391.0,389.0,,6077.0,,,,3931.0,3855.0,,,,,,,,,,,,,,,,,,,
2961.0,,,,,,,,,,,,5052.0,4805.0,0.0,,,,,3245.0,0.0,1288.0,1282.0,6091.0,354.0,273.0,4792.0,1.0,,922.0,915.0,,6078.0,,,,,,,,,,,,,,,,,,,,,,,,
2962.0,,,,,,,,,,,,5863.0,5579.0,1.0,,,5.0,5.0,1423.0,0.0,,,6092.0,68.0,61.0,4793.0,1.0,,,,,6079.0,,,,3932.0,3856.0,,,,,,1751.0,1680.0,,,,,,,,,,2.0,,
2963.0,,298.0,298.0,681.0,665.0,951.0,950.0,1469.0,1385.0,,,5746.0,5470.0,2.0,1342.0,1338.0,,,1476.0,0.0,,,6093.0,,,226.0,0.0,,944.0,937.0,163.0,6080.0,,,,,,,,,,,,,,,,,,,,,,,,
2964.0,,,,,,,,,,,,5867.0,5582.0,1.0,,,74.0,64.0,3246.0,0.0,1258.0,1252.0,6094.0,,,4794.0,1.0,,922.0,915.0,,6081.0,,,,,,,,,,,,,,,,,,,,,,,,
